,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Length,Word2_Length,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta,Length_Delta
2438,generous,magnanimous,3,4,8,11,16.71,2.9309,0.25,1.1461,-1,1.7848,-3
2439,sore,ulcer,1,2,4,5,15.0,2.8842,2.57,2.1206,-1,0.7635999999999998,-1
2440,ulceration,ulcer,4,2,10,5,0.08,0.699,2.57,2.1206,2,-1.4216000000000002,5
2441,unnamed,unknown,2,2,7,7,0.49,1.415,15.18,2.8893,0,-1.4743,0
2442,mean,despicable,1,4,4,10,1243.98,4.8024,2.1,2.0334,-3,2.7689999999999997,-6
2443,mean,entail,1,2,4,6,1243.98,4.8024,0.57,1.4771,-1,3.3252999999999995,-2
2444,mean,base,1,1,4,4,1243.98,4.8024,35.37,3.2565,0,1.5458999999999996,0
2445,basis,base,2,1,5,4,11.94,2.7853,35.37,3.2565,1,-0.47120000000000006,1
2446,establish,base,3,1,9,4,6.33,2.5105,35.37,3.2565,2,-0.746,5
2447,specific,definite,3,3,8,8,17.8,2.9586,6.16,2.4983,0,0.46030000000000015,0
2448,barren,sterile,2,2,6,7,1.47,1.8808,2.18,2.0492,0,-0.16839999999999988,-1
2449,contiguous,adjoining,4,3,10,9,0.06,0.6021,1.12,1.7634,1,-1.1613000000000002,1
2450,personal,movable,3,3,8,7,91.67,3.6699,0.29,1.2041,0,2.4658,1
2451,pliable,elastic,3,3,7,7,0.14,0.9031,1.04,1.7324,0,-0.8292999999999999,0
2452,disinterested,uninterested,4,4,13,12,0.35,1.2788,0.1,0.7782,0,0.5005999999999999,1
2453,backward,undeveloped,2,4,8,11,3.12,2.2041,0.27,1.1761,-2,1.028,-3
2454,radical,extremist,3,3,7,9,4.27,2.3404,0.37,1.301,0,1.0393999999999999,-2
2455,available,present,4,2,9,7,25.94,3.1219,89.45,3.6593,2,-0.5373999999999999,2
2456,near,present,1,2,4,7,83.1,3.6273,89.45,3.6593,-1,-0.03200000000000003,-3
2457,exhibit,present,3,2,7,7,7.61,2.5899,89.45,3.6593,1,-1.0694,0
2458,give,present,1,2,4,7,1167.82,4.775,89.45,3.6593,-1,1.1157000000000004,-3
2459,introduce,present,3,2,9,7,34.73,3.2485,89.45,3.6593,1,-0.41080000000000005,2
2460,typical,distinctive,3,3,7,11,12.59,2.8082,1.55,1.9031,0,0.9050999999999998,-4
2461,fashionable,current,4,2,11,7,1.92,1.9956,17.04,2.9395,2,-0.9438999999999997,4
2462,magical,mystical,3,3,7,8,9.1,2.6675,2.82,2.1614,0,0.5061,-1
2463,stingy,miserly,2,3,6,7,1.24,1.8062,0.06,0.6021,-1,1.2041,-1
2464,sudden,unexpected,2,4,6,10,33.47,3.2325,8.78,2.6522,-2,0.5802999999999998,-4
2465,surprised,unexpected,2,4,9,10,55.06,3.4486,8.78,2.6522,-2,0.7963999999999998,-1
2466,confused,disorganized,2,4,8,12,32.41,3.2185,1.04,1.7324,-2,1.4861000000000002,-4
2467,warlike,military,2,4,7,8,0.27,1.1761,41.24,3.323,-2,-2.1469,-1
2468,long,elongated,1,4,4,9,675.16,4.537,0.31,1.2304,-3,3.3066,-5
2469,elongate,elongated,3,4,8,9,0.02,0.301,0.31,1.2304,-1,-0.9294,-1
2470,long,lengthy,1,2,4,7,675.16,4.537,0.73,1.5798,-1,2.9572,-3
2471,negative,damaging,3,3,8,8,25.65,3.1169,1.59,1.9138,0,1.2030999999999998,0
2472,prospective,future,3,2,11,6,1.33,1.8388,103.49,3.7226,1,-1.8838,5
2473,banal,trite,2,1,5,5,0.27,1.1761,0.78,1.6128,1,-0.4367000000000001,0
2474,transverse,cross,2,1,10,5,0.29,1.2041,55.04,3.4484,1,-2.2443,5
2475,bloody,gory,2,2,6,4,38.47,3.2929,0.73,1.5798,0,1.7130999999999998,2
2476,bloody,infamous,2,3,6,8,38.47,3.2929,2.24,2.0607,-1,1.2321999999999997,-2
2477,bloody,damn,2,1,6,4,38.47,3.2929,283.53,4.1602,1,-0.8672999999999997,2
2478,curse,damn,1,1,5,4,18.22,2.9685,283.53,4.1602,0,-1.1916999999999995,1
2479,bloody,murderous,2,3,6,9,38.47,3.2929,1.82,1.9731,-1,1.3197999999999999,-3
2480,damp,humid,1,2,4,5,2.92,2.1761,0.88,1.6628,-1,0.5132999999999999,-1
2481,contrary,opponent,3,3,8,8,8.9,2.658,4.71,2.382,0,0.2759999999999998,0
2482,adversary,opponent,4,3,9,8,1.51,1.8921,4.71,2.382,1,-0.4899000000000002,1
2483,manifest,visible,3,3,8,7,3.69,2.2765,4.96,2.4048,0,-0.12829999999999986,1
2484,visual,visible,3,3,6,7,11.49,2.7686,4.96,2.4048,0,0.36380000000000035,-1
2485,external,visible,3,3,8,7,2.47,2.1038,4.96,2.4048,0,-0.3009999999999997,1
2486,medicinal,medical,4,3,9,7,0.61,1.5051,54.39,3.4433,1,-1.9381999999999997,2
2487,wary,cautious,2,2,4,8,0.75,1.5911,3.35,2.2355,0,-0.6444000000000001,-4
2488,careful,cautious,2,2,7,8,108.82,3.7444,3.35,2.2355,0,1.5089000000000001,-1
2489,questionable,controversial,4,4,12,13,2.29,2.0719,2.14,2.0414,0,0.03049999999999997,-1
2490,forensic,controversial,3,4,8,13,3.92,2.3032,2.14,2.0414,-1,0.26180000000000003,-5
2491,interesting,exciting,3,3,11,8,86.69,3.6456,34.82,3.2497,0,0.39590000000000014,3
2492,lawless,unruly,2,3,7,6,0.43,1.3617,0.71,1.5682,-1,-0.20650000000000013,1
2493,incomplete,imperfect,3,3,10,9,2.14,2.0414,0.96,1.699,0,0.3423999999999998,1
2494,incomplete,defective,3,3,10,9,2.14,2.0414,2.16,2.0453,0,-0.0039000000000002366,1
2495,incomplete,partial,3,2,10,7,2.14,2.0414,4.84,2.3945,1,-0.35309999999999997,3
2496,untried,untested,2,3,7,8,0.24,1.1139,0.16,0.9542,-1,0.15969999999999984,-1
2497,deceitful,cunning,3,2,9,7,1.14,1.7709,4.06,2.3181,1,-0.5471999999999999,2
2498,final,eventual,2,4,5,8,49.67,3.4038,0.43,1.3617,-2,2.0421,-3
2499,demonic,satanic,3,3,7,7,3.02,2.1903,1.35,1.8451,0,0.3452000000000002,0
2500,secure,plug,2,1,6,4,24.33,3.0941,10.41,2.7259,1,0.36819999999999986,2
2501,spicy,savory,2,3,5,6,3.31,2.2304,0.22,1.0792,-1,1.1512,-1
2502,square,even,1,2,6,4,31.76,3.2098,875.92,4.65,-1,-1.4402000000000004,2
2503,personalized,individualized,4,6,12,14,0.37,1.301,0.06,0.6021,-2,0.6989,-2
2504,trite,banal,1,2,5,5,0.78,1.6128,0.27,1.1761,-1,0.4367000000000001,0
2505,poignant,moving,2,2,8,6,0.51,1.4314,119.69,3.7857,0,-2.3543,2
2506,innate,intrinsic,2,3,6,9,0.76,1.6021,0.2,1.0414,-1,0.5607,-3
2507,informative,illuminating,4,5,11,12,0.69,1.5563,0.47,1.3979,-1,0.1584000000000001,-1
2508,erroneous,misleading,4,3,9,10,0.53,1.4472,0.84,1.6435,1,-0.19629999999999992,-1
2509,romantic,picturesque,3,3,8,11,35.18,3.2541,0.49,1.415,0,1.8391000000000002,-3
2510,gentle,aristocratic,2,5,6,12,16.55,2.9269,0.73,1.5798,-3,1.3470999999999997,-6
2511,gentle,docile,2,2,6,6,16.55,2.9269,0.53,1.4472,0,1.4796999999999998,0
2512,gloomy,melancholy,2,4,6,10,2.41,2.0934,2.18,2.0492,-2,0.04420000000000002,-4
2513,wistful,melancholy,2,4,7,10,0.18,1.0,2.18,2.0492,-2,-1.0492,-3
2514,chemical,analytical,3,5,8,10,11.35,2.7634,0.59,1.4914,-2,1.2719999999999998,-2
2515,impure,unclean,2,2,6,7,0.8,1.6232,1.27,1.8195,0,-0.19629999999999992,-1
2516,anxious,restless,2,2,7,8,14.1,2.8573,4.84,2.3945,0,0.4628000000000001,-1
2517,rural,rustic,2,2,5,6,1.16,1.7782,0.78,1.6128,0,0.1654,-1
2518,principal,constituent,3,4,9,11,13.75,2.8463,0.12,0.8451,-1,2.0012,-2
2519,spontaneous,voluntary,4,4,11,9,4.18,2.3304,2.02,2.017,0,0.3134000000000001,2
2520,willing,voluntary,2,4,7,9,49.25,3.4002,2.02,2.017,-2,1.3832,-2
2521,unknown,nameless,2,2,7,8,15.18,2.8893,1.41,1.8633,0,1.026,-1
2522,rear,early,1,2,4,5,12.43,2.8028,108.04,3.7412,-1,-0.9384000000000001,-1
2523,rear,lift,1,1,4,4,12.43,2.8028,34.14,3.241,0,-0.43820000000000014,0
2524,hook,lift,1,1,4,4,38.0,3.2876,34.14,3.241,0,0.04659999999999975,0
2525,opposed,hostile,2,2,7,7,6.9,2.5478,8.94,2.6599,0,-0.11209999999999987,0
2526,unfriendly,hostile,3,2,10,7,1.04,1.7324,8.94,2.6599,1,-0.9275,3
2527,filthy,impure,2,2,6,6,16.43,2.9238,0.8,1.6232,0,1.3006,0
2528,upright,vertical,2,3,7,8,3.02,2.1903,2.76,2.1523,-1,0.038000000000000256,-1
2529,fake,bogus,1,2,4,5,36.33,3.2681,2.71,2.143,-1,1.1251000000000002,-1
2530,cheap,inexpensive,1,4,5,11,36.24,3.2669,0.73,1.5798,-3,1.6871,-6
2531,native,natal,2,2,6,5,8.25,2.6253,0.1,0.7782,0,1.8471000000000002,1
2532,mythical,fictitious,3,3,8,10,0.88,1.6628,0.61,1.5051,0,0.15769999999999995,-2
2533,supporting,second,3,2,10,6,4.59,2.3711,284.57,4.1618,1,-1.7907000000000002,4
2534,justifiable,excusable,5,4,11,9,0.53,1.4472,0.14,0.9031,1,0.5441,2
2535,incidental,accidental,4,4,10,10,0.55,1.4624,3.0,2.1875,0,-0.7251000000000001,0
2536,external,accidental,3,4,8,10,2.47,2.1038,3.0,2.1875,-1,-0.08369999999999989,-2
2537,upset,disturbed,2,2,5,9,74.51,3.5799,9.86,2.7024,0,0.8775,-4
2538,upset,tip,2,1,5,3,74.51,3.5799,27.63,3.1492,1,0.43069999999999986,2
2539,bribe,tip,1,1,5,3,6.04,2.49,27.63,3.1492,0,-0.6591999999999998,2
2540,upset,disrupt,2,2,5,7,74.51,3.5799,1.27,1.8195,0,1.7604,-2
2541,favorable,conducive,4,3,9,9,1.08,1.7482,0.45,1.3802,1,0.3679999999999999,0
2542,tortuous,oblique,3,2,8,7,0.12,0.8451,0.45,1.3802,1,-0.5351000000000001,1
2543,bony,skeletal,2,3,4,8,1.2,1.7924,0.47,1.3979,-1,0.3945000000000001,-4
2544,sour,rancid,2,2,4,6,5.82,2.4742,0.49,1.415,0,1.0592000000000001,-2
2545,obsessional,compulsive,4,3,11,10,0.06,0.6021,1.92,1.9956,1,-1.3935,1
2546,transparent,translucent,3,3,11,11,1.8,1.9685,0.25,1.1461,0,0.8224,0
2547,hooked,curved,1,1,6,6,13.12,2.8261,0.61,1.5051,0,1.3209999999999997,0
2548,unfeeling,callous,3,2,9,7,0.65,1.5315,0.98,1.7076,1,-0.17609999999999992,2
2549,docile,compliant,2,3,6,9,0.53,1.4472,0.16,0.9542,-1,0.493,-3
2550,lesbian,erotic,3,3,7,6,9.51,2.6866,3.92,2.3032,0,0.38339999999999996,1
2551,inconsistent,contradictory,4,5,12,13,1.08,1.7482,0.63,1.5185,-1,0.22970000000000002,-1
2552,insightful,thoughtful,3,2,10,10,0.98,1.7076,7.8,2.601,1,-0.8934,0
2553,mixed,confused,1,2,5,8,21.37,3.0378,32.41,3.2185,-1,-0.1807000000000003,-3
2554,mixed,assorted,1,3,5,8,21.37,3.0378,0.96,1.699,-2,1.3387999999999998,-3
2555,former,erstwhile,2,2,6,9,18.27,2.9699,0.1,0.7782,0,2.1917,-3
2556,magnetic,magnetized,3,3,8,10,4.22,2.3345,0.1,0.7782,0,1.5562999999999998,-2
2557,subject,dependent,2,3,7,9,36.96,3.2755,2.24,2.0607,-1,1.2147999999999999,-2
2558,middle,intermediate,2,5,6,12,89.2,3.658,0.45,1.3802,-3,2.2778,-6
2559,attenuated,weakened,5,2,10,8,0.04,0.4771,1.51,1.8921,3,-1.4149999999999998,2
2560,amazed,stunned,2,1,6,7,5.12,2.4183,3.71,2.2788,1,0.13949999999999996,-1
2561,drunk,drunken,1,2,5,7,76.55,3.5916,6.18,2.4997,-1,1.0919000000000003,-2
2562,seminal,innovative,3,4,7,10,0.37,1.301,1.02,1.7243,-1,-0.4233,-3
2563,affectionate,devoted,4,3,12,7,2.25,2.0645,8.02,2.6128,1,-0.5483000000000002,5
2564,clumsy,unwieldy,2,3,6,8,5.39,2.4409,0.12,0.8451,-1,1.5958,-2
2565,dominant,predominant,3,4,8,11,1.61,1.9191,0.14,0.9031,-1,1.016,-3
2566,terrible,horrific,3,3,8,8,94.02,3.6809,1.37,1.8513,0,1.8296,0
2567,terrible,frightful,3,2,8,9,94.02,3.6809,1.16,1.7782,1,1.9026999999999998,-1
2568,vertebral,spinal,3,2,9,6,0.12,0.8451,4.27,2.3404,1,-1.4952999999999999,3
2569,imaginary,poetic,5,3,9,6,4.35,2.3483,2.69,2.1399,2,0.20840000000000014,3
2570,sacred,consecrated,2,4,6,11,14.02,2.8549,0.59,1.4914,-2,1.3635000000000002,-5
2571,sacred,dedicated,2,4,6,9,14.02,2.8549,8.16,2.6201,-2,0.23480000000000034,-3
2572,cosmic,vast,2,1,6,4,3.61,2.2672,6.1,2.4942,1,-0.2270000000000003,2
2573,incandescent,hot,4,1,12,3,0.33,1.2553,189.84,3.986,3,-2.7307,9
2574,relevant,relative,3,3,8,8,5.61,2.4579,7.78,2.5999,0,-0.1419999999999999,0
2575,disturbed,distressed,2,2,9,10,9.86,2.7024,1.39,1.8573,0,0.8451,-1
2576,intricate,complicated,3,4,9,11,1.04,1.7324,27.16,3.1418,-1,-1.4094,-2
2577,unthinkable,inconceivable,4,5,11,13,1.35,1.8451,0.9,1.6721,-1,0.17300000000000004,-2
2578,credible,believable,3,4,8,10,1.65,1.9294,1.41,1.8633,-1,0.06610000000000005,-2
2579,suspicious,jealous,3,2,10,7,15.98,2.9117,38.27,3.2907,1,-0.379,3
2580,gay,glad,1,1,3,4,59.08,3.4791,171.37,3.9416,0,-0.46250000000000036,-1
2581,globular,spherical,3,3,8,9,0.12,0.8451,0.18,1.0,0,-0.15490000000000004,-1
2582,painful,annoying,2,3,7,8,15.16,2.8887,11.12,2.7543,-1,0.13439999999999985,-1
2583,calm,serenity,1,4,4,8,89.04,3.6572,1.78,1.9638,-3,1.6934,-4
2584,calm,tranquilize,1,3,4,11,89.04,3.6572,0.14,0.9031,-2,2.7541,-7
2585,overweight,obese,3,2,10,5,1.82,1.9731,0.49,1.415,1,0.5581,5
2586,numerical,mathematical,4,5,9,12,0.39,1.3222,1.59,1.9138,-1,-0.5915999999999999,-3
2587,readable,legible,3,3,8,7,0.18,1.0,0.22,1.0792,0,-0.07919999999999994,1
2588,readable,interesting,3,3,8,11,0.18,1.0,86.69,3.6456,0,-2.6456,-3
2589,external,outside,3,2,8,7,2.47,2.1038,170.02,3.9381,1,-1.8342999999999998,1
2590,local,territorial,2,5,5,11,41.73,3.3282,1.67,1.9345,-3,1.3936999999999997,-6
2591,local,topical,2,3,5,7,41.73,3.3282,0.51,1.4314,-1,1.8967999999999998,-2
2592,local,provincial,2,3,5,10,41.73,3.3282,0.92,1.6812,-1,1.6469999999999998,-5
2593,aromatic,spicy,4,2,8,5,0.27,1.1761,3.31,2.2304,2,-1.0543,3
2594,elaborate,expand,3,2,9,6,4.75,2.3856,3.49,2.2529,1,0.13270000000000026,3
2595,grow,expand,1,2,4,6,59.49,3.4822,3.49,2.2529,-1,1.2293000000000003,-2
2596,disloyal,treacherous,3,3,8,11,0.96,1.699,2.18,2.0492,0,-0.35019999999999984,-3
2597,like,comparable,1,4,4,10,3998.96,5.3095,0.47,1.3979,-3,3.9116,-6
2598,like,probable,1,3,4,8,3998.96,5.3095,3.27,2.2253,-2,3.0842,-4
2599,like,love,1,1,4,4,3998.96,5.3095,1114.98,4.7548,0,0.5546999999999995,0
2600,head,top,1,1,4,3,371.51,4.2776,133.43,3.8329,0,0.44469999999999965,1
2601,tip,top,1,1,3,3,27.63,3.1492,133.43,3.8329,0,-0.6837,0
2602,crest,top,1,1,5,3,2.1,2.0334,133.43,3.8329,0,-1.7995,2
2603,poll,top,1,1,4,3,2.49,2.1072,133.43,3.8329,0,-1.7256999999999998,1
2604,head,header,1,2,4,6,371.51,4.2776,0.49,1.415,-1,2.8625999999999996,-2
2605,unstable,precarious,3,4,8,10,5.1,2.4166,0.39,1.3222,-1,1.0943999999999998,-2
2606,sole,alone,1,2,4,5,5.25,2.4298,308.53,4.1969,-1,-1.7671000000000001,-1
2607,untrustworthy,unreliable,4,5,13,10,0.41,1.3424,1.67,1.9345,-1,-0.5921000000000001,3
2608,bookish,studious,2,3,7,8,0.18,1.0,0.12,0.8451,-1,0.15490000000000004,-1
2609,fiery,impassioned,3,3,5,11,2.02,2.017,0.37,1.301,0,0.716,-6
2610,frantic,frenetic,2,3,7,8,2.27,2.0682,0.06,0.6021,-1,1.4661,-1
2611,inevitable,unavoidable,5,5,10,11,5.65,2.4609,1.2,1.7924,0,0.6685000000000001,-1
2612,predatory,carnivorous,4,4,9,11,0.63,1.5185,0.51,1.4314,0,0.08709999999999996,-2
2613,anniversary,annual,5,3,11,6,18.41,2.9731,7.2,2.5658,2,0.4073000000000002,5
2614,unique,unmatched,2,2,6,9,13.65,2.8432,0.14,0.9031,0,1.9401,-3
2615,less,minor,1,2,4,5,111.1,3.7534,12.82,2.8162,-1,0.9372000000000003,-1
2616,ductile,tensile,2,2,7,7,0.02,0.301,0.12,0.8451,0,-0.5441,0
2617,bold,daring,1,2,4,6,7.55,2.5866,4.2,2.3324,-1,0.2542,-2
2618,utopian,unrealistic,4,4,7,11,0.29,1.2041,1.1,1.7559,0,-0.5518000000000001,-4
2619,archeological,archaeological,6,6,13,14,0.29,1.2041,0.94,1.6902,0,-0.4861,-1
2620,sneaky,underhanded,2,4,6,11,4.24,2.3365,0.69,1.5563,-2,0.7802,-5
2621,ventral,abdominal,2,4,7,9,0.18,1.0,3.41,2.243,-2,-1.2429999999999999,-2
2622,imaginable,conceivable,5,4,10,11,0.94,1.6902,1.2,1.7924,1,-0.10220000000000007,-1
2623,nonsensical,meaningless,4,3,11,11,0.25,1.1461,4.86,2.3962,1,-1.2501,0
2624,narrow,restrict,2,2,6,8,7.02,2.5551,0.55,1.4624,0,1.0927,-2
2625,curtail,restrict,2,2,7,8,0.12,0.8451,0.55,1.4624,0,-0.6173,-1
2626,deputy,vice,3,1,6,4,15.65,2.9025,18.63,2.9782,2,-0.07570000000000032,2
2627,organic,structural,3,3,7,10,4.31,2.3444,1.82,1.9731,0,0.37129999999999974,-3
2628,unbiased,impartial,3,3,8,9,0.29,1.2041,1.0,1.716,0,-0.5119,-1
2629,denominational,sectarian,6,4,14,9,0.02,0.301,0.04,0.4771,2,-0.17610000000000003,5
2630,inflammable,flammable,4,3,11,9,0.25,1.1461,0.71,1.5682,1,-0.42210000000000014,2
2631,fissile,fissionable,2,4,7,11,0.14,0.9031,0.04,0.4771,-2,0.426,-4
2632,sovereign,autonomous,2,4,9,10,2.51,2.1106,0.22,1.0792,-2,1.0313999999999999,-1
2633,invasive,aggressive,3,3,8,10,1.16,1.7782,7.94,2.6085,0,-0.8302999999999998,-2
2634,qualified,eligible,3,4,9,8,8.25,2.6253,3.31,2.2304,-1,0.39490000000000025,1
2635,concerned,interested,2,3,9,10,44.33,3.3545,85.76,3.641,-1,-0.2865000000000002,-1
2636,incomprehensible,unintelligible,6,6,16,14,0.82,1.6335,0.49,1.415,0,0.21849999999999992,2
2637,moot,irrelevant,1,4,4,10,1.18,1.7853,5.14,2.42,-3,-0.6346999999999998,-6
2638,crooked,bent,2,1,7,4,5.69,2.4639,7.22,2.567,1,-0.10309999999999997,3
2639,maritime,nautical,3,3,8,8,0.73,1.5798,0.88,1.6628,0,-0.08299999999999996,0
2640,posterior,hind,4,1,9,4,0.61,1.5051,2.45,2.1004,3,-0.5952999999999999,5
2641,posterior,tail,4,1,9,4,0.61,1.5051,23.9,3.0864,3,-1.5812999999999997,5
2642,quarter,tail,2,1,7,4,26.02,3.1232,23.9,3.0864,1,0.03680000000000039,3
2643,trail,tail,1,1,5,4,19.2,2.9912,23.9,3.0864,0,-0.09519999999999973,1
2644,side,incline,1,2,4,7,200.92,4.0106,0.37,1.301,-1,2.7096,-3
2645,heterogeneous,diverse,5,2,13,7,0.04,0.4771,0.76,1.6021,3,-1.125,6
2646,inimitable,unique,5,2,10,6,0.16,0.9542,13.65,2.8432,3,-1.8889999999999998,4
2647,foreign,exotic,2,3,7,6,22.29,3.0561,6.0,2.4871,-1,0.569,1
2648,victorious,triumphant,4,3,10,10,1.29,1.8261,1.37,1.8513,1,-0.02519999999999989,0
2649,autocratic,authoritarian,4,6,10,13,0.08,0.699,0.06,0.6021,-2,0.09689999999999999,-3
2650,dictatorial,authoritarian,5,6,11,13,0.14,0.9031,0.06,0.6021,-1,0.30100000000000005,-2
2651,expert,technical,2,3,6,9,22.12,3.0527,8.24,2.6243,-1,0.42840000000000034,-3
2652,armored,mechanized,2,3,7,10,3.25,2.2227,0.27,1.1761,-1,1.0466000000000002,-3
2653,permanent,lasting,3,2,9,7,12.14,2.7924,2.35,2.0828,1,0.7096,2
2654,noisy,turbulent,2,3,5,9,5.04,2.4116,0.65,1.5315,-1,0.8800999999999999,-4
2655,embarrassed,mortified,3,3,11,9,21.43,3.039,1.0,1.716,0,1.3230000000000002,2
2656,allergic,hypersensitive,3,5,8,14,8.1,2.617,0.22,1.0792,-2,1.5378,-6
2657,metallic,basic,3,2,8,5,1.31,1.8325,15.57,2.9004,1,-1.0678999999999998,3
2658,authentic,authoritative,3,5,9,13,4.51,2.3636,0.2,1.0414,-2,1.3221999999999998,-4
2659,helical,spiral,3,2,7,6,0.04,0.4771,1.78,1.9638,1,-1.4867,1
2660,corkscrew,spiral,2,2,9,6,1.12,1.7634,1.78,1.9638,0,-0.2003999999999999,3
2661,disciplinary,corrective,5,3,12,10,1.61,1.9191,0.51,1.4314,2,0.4877,2
2662,malicious,envious,3,3,9,7,1.57,1.9085,1.25,1.8129,0,0.09560000000000013,2
2663,unpretentious,understated,4,4,13,11,0.18,1.0,0.53,1.4472,0,-0.44720000000000004,2
2664,experienced,expert,4,2,11,6,10.0,2.7084,22.12,3.0527,2,-0.34430000000000005,5
2665,periodic,occasional,4,4,8,10,0.41,1.3424,3.9,2.301,0,-0.9586000000000001,-2
2666,convertible,interchangeable,4,5,11,15,3.25,2.2227,0.39,1.3222,-1,0.9005000000000001,-4
2667,economical,economic,5,4,10,8,0.33,1.2553,4.96,2.4048,1,-1.1494999999999997,2
2668,desolate,ravage,3,2,8,6,0.98,1.7076,0.53,1.4472,1,0.26039999999999996,2
2669,ruinous,decayed,3,2,7,7,0.1,0.7782,0.22,1.0792,1,-0.30099999999999993,0
2670,inert,lifeless,2,2,5,8,0.35,1.2788,1.25,1.8129,0,-0.5341,-3
2671,intentional,willful,4,2,11,7,1.47,1.8808,0.69,1.5563,2,0.3245,4
2672,missing,absent,2,2,7,6,87.92,3.6518,2.57,2.1206,0,1.5312000000000001,1
2673,back,posterior,1,4,4,9,2009.16,5.0106,0.61,1.5051,-3,3.5055,-5
2674,trap,bunker,1,2,4,6,23.84,3.0853,4.69,2.3802,-1,0.7051000000000003,-2
2675,group,horde,1,1,5,5,73.76,3.5755,1.14,1.7709,0,1.8046,0
2676,group,force,1,1,5,5,73.76,3.5755,70.67,3.5569,0,0.018599999999999728,0
2677,rape,force,1,1,4,5,16.0,2.9122,70.67,3.5569,0,-0.6447000000000003,-1
2678,constrain,force,2,1,9,5,0.04,0.4771,70.67,3.5569,1,-3.0798,4
2679,group,army,1,2,5,4,73.76,3.5755,85.69,3.6406,-1,-0.06510000000000016,1
2680,troop,army,1,2,5,4,5.8,2.4728,85.69,3.6406,-1,-1.1678000000000002,1
2681,treasurer,receiver,3,3,9,8,1.12,1.7634,2.96,2.1818,0,-0.4183999999999999,1
2682,catch,receiver,1,3,5,8,135.51,3.8396,2.96,2.1818,-2,1.6578,-3
2683,overture,approach,3,2,8,8,1.29,1.8261,20.98,3.0298,1,-1.2036999999999998,0
2684,border,approach,2,2,6,8,17.18,2.943,20.98,3.0298,0,-0.08679999999999977,-2
2685,approximate,approach,4,2,11,8,1.25,1.8129,20.98,3.0298,2,-1.2168999999999999,3
2686,support,encourage,2,3,7,9,50.73,3.413,6.04,2.49,-1,0.9229999999999996,-2
2687,support,shield,2,1,7,6,50.73,3.413,8.2,2.6222,1,0.7908,1
2688,screen,shield,1,1,6,6,23.39,3.077,8.2,2.6222,0,0.4548000000000001,0
2689,support,cherish,2,2,7,7,50.73,3.413,4.45,2.3579,0,1.0551,0
2690,support,abide,2,2,7,5,50.73,3.413,2.71,2.143,0,1.27,2
2691,support,hold,2,1,7,4,50.73,3.413,436.73,4.3478,1,-0.9348000000000005,3
2692,handle,hold,2,1,6,4,108.41,3.7427,436.73,4.3478,1,-0.6051000000000002,2
2693,stop,hold,1,1,4,4,707.27,4.5572,436.73,4.3478,0,0.2093999999999996,0
2694,stow,hold,1,1,4,4,1.25,1.8129,436.73,4.3478,0,-2.5349000000000004,0
2695,adjudge,hold,2,1,7,4,0.02,0.301,436.73,4.3478,1,-4.0468,3
2696,maintain,hold,2,1,8,4,12.96,2.8209,436.73,4.3478,1,-1.5269000000000004,4
2697,withstand,hold,2,1,9,4,1.63,1.9243,436.73,4.3478,1,-2.4235000000000007,5
2698,surprise,hold,2,1,8,4,88.9,3.6566,436.73,4.3478,1,-0.6912000000000003,4
2699,pin,hold,1,1,3,4,16.37,2.9222,436.73,4.3478,0,-1.4256000000000002,-1
2700,adhere,hold,2,1,6,4,0.57,1.4771,436.73,4.3478,1,-2.8707000000000003,2
2701,support,corroborate,2,4,7,11,50.73,3.413,1.1,1.7559,-2,1.6570999999999998,-4
2702,dent,indentation,1,4,4,11,3.53,2.2577,0.18,1.0,-3,1.2576999999999998,-7
2703,notch,indentation,1,4,5,11,3.33,2.233,0.18,1.0,-3,1.233,-6
2704,drive,motor,1,2,5,5,153.14,3.8927,13.16,2.8274,-1,1.0653000000000001,0
2705,drive,campaign,1,2,5,8,153.14,3.8927,16.78,2.933,-1,0.9597000000000002,-3
2706,cause,campaign,1,2,5,8,310.04,4.199,16.78,2.933,-1,1.266,-3
2707,drive,trip,1,1,5,4,153.14,3.8927,82.39,3.6236,0,0.2690999999999999,1
2708,drive,make,1,1,5,4,153.14,3.8927,1387.75,4.8499,0,-0.9571999999999998,1
2709,shape,make,1,1,5,4,30.24,3.1884,1387.75,4.8499,0,-1.6614999999999998,1
2710,cause,make,1,1,5,4,310.04,4.199,1387.75,4.8499,0,-0.6509,1
2711,give,make,1,1,4,4,1167.82,4.775,1387.75,4.8499,0,-0.07489999999999952,0
2712,name,make,1,1,4,4,641.86,4.515,1387.75,4.8499,0,-0.3349000000000002,0
2713,construct,make,2,1,9,4,1.45,1.8751,1387.75,4.8499,1,-2.9748,5
2714,ditch,dike,1,1,5,4,7.86,2.6042,0.41,1.3424,0,1.2618,1
2715,illness,disease,2,2,7,7,7.27,2.5705,26.18,3.1258,0,-0.5552999999999999,0
2716,limitation,measurement,4,3,10,11,0.29,1.2041,0.53,1.4472,1,-0.2431000000000001,-1
2717,news,word,1,1,4,4,164.69,3.9243,235.55,4.0797,0,-0.15539999999999976,0
2718,news,gossip,1,2,4,6,164.69,3.9243,7.78,2.5999,-1,1.3244000000000002,-2
