,Word1,Word2,Word1_Syll,Word2_Syll,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta
2377,classy,cool,2,1,5.76,2.4698,195.88,3.9996,1,-1.5297999999999998
2378,awesome,cool,2,1,31.37,3.2044,195.88,3.9996,1,-0.7951999999999999
2379,hereditary,familial,5,3,1.18,1.7853,0.25,1.1461,2,0.6392000000000002
2380,dismal,dreary,2,2,0.94,1.6902,1.8,1.9685,0,0.2783
2381,geological,geologic,5,4,0.82,1.6335,0.06,0.6021,1,1.0314
2382,serious,sober,3,2,148.35,3.8789,10.1,2.7126,1,1.1662999999999997
2383,profane,blasphemous,2,3,0.55,1.4624,0.43,1.3617,1,-0.10070000000000001
2384,minimum,minimal,3,3,8.14,2.6191,2.16,2.0453,0,-0.5737999999999999
2385,mandatory,required,4,3,2.47,2.1038,10.73,2.7388,1,-0.6349999999999998
2386,mandatory,compulsory,4,4,2.47,2.1038,0.73,1.5798,0,-0.524
2387,coercive,compulsory,3,4,0.14,0.9031,0.73,1.5798,1,0.6767000000000001
2388,nationalistic,chauvinistic,5,4,0.08,0.699,0.29,1.2041,1,-0.5051
2389,adjoining,contiguous,3,4,1.12,1.7634,0.06,0.6021,1,-1.1613000000000002
2390,systematic,methodical,4,4,0.59,1.4914,0.51,1.4314,0,-0.06000000000000005
2391,dirty,vile,2,1,66.45,3.5302,4.43,2.356,1,1.1742
2392,extensive,nationwide,3,3,3.71,2.2788,1.33,1.8388,0,-0.43999999999999995
2393,tall,lofty,1,2,32.33,3.2175,0.78,1.6128,1,-1.6046999999999998
2394,abusive,fraudulent,3,3,1.63,1.9243,0.35,1.2788,0,-0.6455
2395,transnational,multinational,4,5,0.08,0.699,0.63,1.5185,1,0.8195
2396,juicy,luscious,2,2,4.29,2.3424,1.27,1.8195,0,-0.5229000000000001
2397,grotesque,monstrous,2,2,1.57,1.9085,2.39,2.0899,0,0.1814
2398,prominent,striking,3,2,2.55,2.1173,4.39,2.3522,1,-0.23489999999999966
2399,salient,striking,3,2,0.25,1.1461,4.39,2.3522,1,-1.2061
2400,tragic,dramatic,2,3,12.24,2.7959,9.78,2.699,1,-0.09690000000000021
2401,geometric,geometrical,4,5,0.45,1.3802,0.12,0.8451,1,-0.5351000000000001
2402,inconvenient,embarrassing,4,4,1.63,1.9243,22.84,3.0667,0,1.1424
2403,awkward,embarrassing,2,4,14.31,2.8639,22.84,3.0667,2,0.20279999999999987
2404,chauvinistic,nationalistic,4,5,0.29,1.2041,0.08,0.699,1,-0.5051
2405,perpetual,eternal,4,3,1.55,1.9031,10.73,2.7388,1,-0.8356999999999999
2406,eloquent,articulate,3,4,0.96,1.699,1.67,1.9345,1,0.23550000000000004
2407,kind,generous,1,3,590.69,4.4789,16.71,2.9309,2,-1.5480000000000005
2408,bountiful,generous,3,3,0.76,1.6021,16.71,2.9309,0,1.3287999999999998
2409,magnanimous,generous,4,3,0.25,1.1461,16.71,2.9309,1,-1.7848
2410,kind,set,1,1,590.69,4.4789,231.47,4.0721,0,-0.4068000000000005
2411,pose,set,1,1,6.8,2.5416,231.47,4.0721,0,1.5305
2412,dispose,set,2,1,3.14,2.2068,231.47,4.0721,1,-1.8653
2413,post,set,1,1,32.43,3.2188,231.47,4.0721,0,0.8533
2414,fix,set,1,1,86.78,3.6461,231.47,4.0721,0,0.4259999999999997
2415,kind,race,1,1,590.69,4.4789,61.9,3.4994,0,-0.9795000000000003
2416,obedient,pious,4,2,1.96,2.0043,0.94,1.6902,2,0.31410000000000027
2417,sympathetic,appealing,4,3,3.8,2.29,3.18,2.2122,1,0.07779999999999987
2418,irrational,unreasonable,4,4,2.92,2.1761,3.8,2.29,0,0.11390000000000011
2419,disastrous,catastrophic,3,4,1.67,1.9345,1.27,1.8195,1,-0.11500000000000021
2420,criminal,illegal,3,3,34.47,3.2453,23.51,3.0792,0,-0.1660999999999997
2421,criminal,burglar,3,2,34.47,3.2453,5.53,2.4518,1,0.7934999999999999
2422,venomous,toxic,3,2,0.53,1.4472,4.9,2.3997,1,-0.9525000000000001
2423,poisonous,toxic,3,2,3.33,2.233,4.9,2.3997,1,-0.16670000000000007
2424,pink,pinkish,1,2,28.47,3.1623,0.08,0.699,1,-2.4633000000000003
2425,pink,wink,1,1,28.47,3.1623,3.53,2.2577,0,-0.9046000000000003
2426,compact,treaty,2,2,1.69,1.9395,4.69,2.3802,0,0.44069999999999987
2427,fertile,productive,2,3,1.57,1.9085,2.41,2.0934,1,0.18489999999999984
2428,fruitful,productive,2,3,0.92,1.6812,2.41,2.0934,1,0.4121999999999999
2429,zany,wacky,2,2,0.2,1.0414,3.22,2.2175,0,1.1760999999999997
2430,record,testimony,2,4,85.59,3.6401,14.75,2.8768,2,-0.7633000000000001
2431,tired,weary,2,2,112.65,3.7594,4.16,2.3284,0,-1.431
2432,bourgeois,conservative,2,4,1.18,1.7853,3.76,2.2856,2,0.5003
2433,young,immature,1,3,243.18,4.0935,3.27,2.2253,2,-1.8681999999999999
2434,likely,credible,2,3,25.76,3.1189,1.65,1.9294,1,-1.1895
2435,religious,devotional,3,4,13.86,2.85,0.04,0.4771,1,-2.3729
2436,ornamental,fancy,4,2,0.18,1.0,34.84,3.2499,2,-2.2499
2437,ornamental,decorative,4,3,0.18,1.0,0.86,1.6532,1,-0.6532
2438,generous,magnanimous,3,4,16.71,2.9309,0.25,1.1461,1,-1.7848
2439,sore,ulcer,1,2,15.0,2.8842,2.57,2.1206,1,-0.7635999999999998
2440,ulceration,ulcer,4,2,0.08,0.699,2.57,2.1206,2,-1.4216000000000002
2441,unnamed,unknown,2,2,0.49,1.415,15.18,2.8893,0,1.4743
2442,mean,despicable,1,4,1243.98,4.8024,2.1,2.0334,3,-2.7689999999999997
2443,mean,entail,1,2,1243.98,4.8024,0.57,1.4771,1,-3.3252999999999995
2444,mean,base,1,1,1243.98,4.8024,35.37,3.2565,0,-1.5458999999999996
2445,basis,base,2,1,11.94,2.7853,35.37,3.2565,1,-0.47120000000000006
2446,establish,base,3,1,6.33,2.5105,35.37,3.2565,2,-0.746
2447,specific,definite,3,3,17.8,2.9586,6.16,2.4983,0,-0.46030000000000015
2448,barren,sterile,2,2,1.47,1.8808,2.18,2.0492,0,0.16839999999999988
2449,contiguous,adjoining,4,3,0.06,0.6021,1.12,1.7634,1,-1.1613000000000002
2450,personal,movable,3,3,91.67,3.6699,0.29,1.2041,0,-2.4658
2451,pliable,elastic,3,3,0.14,0.9031,1.04,1.7324,0,0.8292999999999999
2452,disinterested,uninterested,4,4,0.35,1.2788,0.1,0.7782,0,-0.5005999999999999
2453,backward,undeveloped,2,4,3.12,2.2041,0.27,1.1761,2,-1.028
2454,radical,extremist,3,3,4.27,2.3404,0.37,1.301,0,-1.0393999999999999
2455,available,present,4,2,25.94,3.1219,89.45,3.6593,2,-0.5373999999999999
2456,near,present,1,2,83.1,3.6273,89.45,3.6593,1,0.03200000000000003
2457,exhibit,present,3,2,7.61,2.5899,89.45,3.6593,1,-1.0694
2458,give,present,1,2,1167.82,4.775,89.45,3.6593,1,-1.1157000000000004
2459,introduce,present,3,2,34.73,3.2485,89.45,3.6593,1,-0.41080000000000005
2460,typical,distinctive,3,3,12.59,2.8082,1.55,1.9031,0,-0.9050999999999998
2461,fashionable,current,4,2,1.92,1.9956,17.04,2.9395,2,-0.9438999999999997
2462,magical,mystical,3,3,9.1,2.6675,2.82,2.1614,0,-0.5061
2463,stingy,miserly,2,3,1.24,1.8062,0.06,0.6021,1,-1.2041
2464,sudden,unexpected,2,4,33.47,3.2325,8.78,2.6522,2,-0.5802999999999998
2465,surprised,unexpected,2,4,55.06,3.4486,8.78,2.6522,2,-0.7963999999999998
2466,confused,disorganized,2,4,32.41,3.2185,1.04,1.7324,2,-1.4861000000000002
2467,warlike,military,2,4,0.27,1.1761,41.24,3.323,2,2.1469
2468,long,elongated,1,4,675.16,4.537,0.31,1.2304,3,-3.3066
2469,elongate,elongated,3,4,0.02,0.301,0.31,1.2304,1,0.9294
2470,long,lengthy,1,2,675.16,4.537,0.73,1.5798,1,-2.9572
2471,negative,damaging,3,3,25.65,3.1169,1.59,1.9138,0,-1.2030999999999998
2472,prospective,future,3,2,1.33,1.8388,103.49,3.7226,1,-1.8838
2473,banal,trite,2,1,0.27,1.1761,0.78,1.6128,1,-0.4367000000000001
2474,transverse,cross,2,1,0.29,1.2041,55.04,3.4484,1,-2.2443
2475,bloody,gory,2,2,38.47,3.2929,0.73,1.5798,0,-1.7130999999999998
2476,bloody,infamous,2,3,38.47,3.2929,2.24,2.0607,1,-1.2321999999999997
2477,bloody,damn,2,1,38.47,3.2929,283.53,4.1602,1,-0.8672999999999997
2478,curse,damn,1,1,18.22,2.9685,283.53,4.1602,0,1.1916999999999995
2479,bloody,murderous,2,3,38.47,3.2929,1.82,1.9731,1,-1.3197999999999999
2480,damp,humid,1,2,2.92,2.1761,0.88,1.6628,1,-0.5132999999999999
2481,contrary,opponent,3,3,8.9,2.658,4.71,2.382,0,-0.2759999999999998
2482,adversary,opponent,4,3,1.51,1.8921,4.71,2.382,1,-0.4899000000000002
2483,manifest,visible,3,3,3.69,2.2765,4.96,2.4048,0,0.12829999999999986
2484,visual,visible,3,3,11.49,2.7686,4.96,2.4048,0,-0.36380000000000035
2485,external,visible,3,3,2.47,2.1038,4.96,2.4048,0,0.3009999999999997
2486,medicinal,medical,4,3,0.61,1.5051,54.39,3.4433,1,-1.9381999999999997
2487,wary,cautious,2,2,0.75,1.5911,3.35,2.2355,0,0.6444000000000001
2488,careful,cautious,2,2,108.82,3.7444,3.35,2.2355,0,-1.5089000000000001
2489,questionable,controversial,4,4,2.29,2.0719,2.14,2.0414,0,-0.03049999999999997
2490,forensic,controversial,3,4,3.92,2.3032,2.14,2.0414,1,-0.26180000000000003
2491,interesting,exciting,3,3,86.69,3.6456,34.82,3.2497,0,-0.39590000000000014
2492,lawless,unruly,2,3,0.43,1.3617,0.71,1.5682,1,0.20650000000000013
2493,incomplete,imperfect,3,3,2.14,2.0414,0.96,1.699,0,-0.3423999999999998
2494,incomplete,defective,3,3,2.14,2.0414,2.16,2.0453,0,0.0039000000000002366
2495,incomplete,partial,3,2,2.14,2.0414,4.84,2.3945,1,-0.35309999999999997
2496,untried,untested,2,3,0.24,1.1139,0.16,0.9542,1,-0.15969999999999984
2497,deceitful,cunning,3,2,1.14,1.7709,4.06,2.3181,1,-0.5471999999999999
2498,final,eventual,2,4,49.67,3.4038,0.43,1.3617,2,-2.0421
2499,demonic,satanic,3,3,3.02,2.1903,1.35,1.8451,0,-0.3452000000000002
2500,secure,plug,2,1,24.33,3.0941,10.41,2.7259,1,0.36819999999999986
2501,spicy,savory,2,3,3.31,2.2304,0.22,1.0792,1,-1.1512
2502,square,even,1,2,31.76,3.2098,875.92,4.65,1,1.4402000000000004
2503,personalized,individualized,4,6,0.37,1.301,0.06,0.6021,2,-0.6989
2504,trite,banal,1,2,0.78,1.6128,0.27,1.1761,1,-0.4367000000000001
2505,poignant,moving,2,2,0.51,1.4314,119.69,3.7857,0,2.3543
2506,innate,intrinsic,2,3,0.76,1.6021,0.2,1.0414,1,-0.5607
2507,informative,illuminating,4,5,0.69,1.5563,0.47,1.3979,1,-0.1584000000000001
2508,erroneous,misleading,4,3,0.53,1.4472,0.84,1.6435,1,-0.19629999999999992
2509,romantic,picturesque,3,3,35.18,3.2541,0.49,1.415,0,-1.8391000000000002
2510,gentle,aristocratic,2,5,16.55,2.9269,0.73,1.5798,3,-1.3470999999999997
2511,gentle,docile,2,2,16.55,2.9269,0.53,1.4472,0,-1.4796999999999998
2512,gloomy,melancholy,2,4,2.41,2.0934,2.18,2.0492,2,-0.04420000000000002
2513,wistful,melancholy,2,4,0.18,1.0,2.18,2.0492,2,1.0492
2514,chemical,analytical,3,5,11.35,2.7634,0.59,1.4914,2,-1.2719999999999998
2515,impure,unclean,2,2,0.8,1.6232,1.27,1.8195,0,0.19629999999999992
2516,anxious,restless,2,2,14.1,2.8573,4.84,2.3945,0,-0.4628000000000001
2517,rural,rustic,2,2,1.16,1.7782,0.78,1.6128,0,-0.1654
2518,principal,constituent,3,4,13.75,2.8463,0.12,0.8451,1,-2.0012
2519,spontaneous,voluntary,4,4,4.18,2.3304,2.02,2.017,0,-0.3134000000000001
2520,willing,voluntary,2,4,49.25,3.4002,2.02,2.017,2,-1.3832
2521,unknown,nameless,2,2,15.18,2.8893,1.41,1.8633,0,-1.026
2522,rear,early,1,2,12.43,2.8028,108.04,3.7412,1,0.9384000000000001
2523,rear,lift,1,1,12.43,2.8028,34.14,3.241,0,0.43820000000000014
2524,hook,lift,1,1,38.0,3.2876,34.14,3.241,0,-0.04659999999999975
2525,opposed,hostile,2,2,6.9,2.5478,8.94,2.6599,0,0.11209999999999987
2526,unfriendly,hostile,3,2,1.04,1.7324,8.94,2.6599,1,-0.9275
2527,filthy,impure,2,2,16.43,2.9238,0.8,1.6232,0,-1.3006
2528,upright,vertical,2,3,3.02,2.1903,2.76,2.1523,1,-0.038000000000000256
2529,fake,bogus,1,2,36.33,3.2681,2.71,2.143,1,-1.1251000000000002
2530,cheap,inexpensive,1,4,36.24,3.2669,0.73,1.5798,3,-1.6871
2531,native,natal,2,2,8.25,2.6253,0.1,0.7782,0,-1.8471000000000002
2532,mythical,fictitious,3,3,0.88,1.6628,0.61,1.5051,0,-0.15769999999999995
2533,supporting,second,3,2,4.59,2.3711,284.57,4.1618,1,-1.7907000000000002
2534,justifiable,excusable,5,4,0.53,1.4472,0.14,0.9031,1,0.5441
2535,incidental,accidental,4,4,0.55,1.4624,3.0,2.1875,0,0.7251000000000001
2536,external,accidental,3,4,2.47,2.1038,3.0,2.1875,1,0.08369999999999989
2537,upset,disturbed,2,2,74.51,3.5799,9.86,2.7024,0,-0.8775
2538,upset,tip,2,1,74.51,3.5799,27.63,3.1492,1,0.43069999999999986
2539,bribe,tip,1,1,6.04,2.49,27.63,3.1492,0,0.6591999999999998
2540,upset,disrupt,2,2,74.51,3.5799,1.27,1.8195,0,-1.7604
2541,favorable,conducive,4,3,1.08,1.7482,0.45,1.3802,1,0.3679999999999999
2542,tortuous,oblique,3,2,0.12,0.8451,0.45,1.3802,1,-0.5351000000000001
2543,bony,skeletal,2,3,1.2,1.7924,0.47,1.3979,1,-0.3945000000000001
2544,sour,rancid,2,2,5.82,2.4742,0.49,1.415,0,-1.0592000000000001
2545,obsessional,compulsive,4,3,0.06,0.6021,1.92,1.9956,1,-1.3935
2546,transparent,translucent,3,3,1.8,1.9685,0.25,1.1461,0,-0.8224
2547,hooked,curved,1,1,13.12,2.8261,0.61,1.5051,0,-1.3209999999999997
2548,unfeeling,callous,3,2,0.65,1.5315,0.98,1.7076,1,-0.17609999999999992
2549,docile,compliant,2,3,0.53,1.4472,0.16,0.9542,1,-0.493
2550,lesbian,erotic,3,3,9.51,2.6866,3.92,2.3032,0,-0.38339999999999996
2551,inconsistent,contradictory,4,5,1.08,1.7482,0.63,1.5185,1,-0.22970000000000002
2552,insightful,thoughtful,3,2,0.98,1.7076,7.8,2.601,1,-0.8934
2553,mixed,confused,1,2,21.37,3.0378,32.41,3.2185,1,0.1807000000000003
2554,mixed,assorted,1,3,21.37,3.0378,0.96,1.699,2,-1.3387999999999998
2555,former,erstwhile,2,2,18.27,2.9699,0.1,0.7782,0,-2.1917
2556,magnetic,magnetized,3,3,4.22,2.3345,0.1,0.7782,0,-1.5562999999999998
2557,subject,dependent,2,3,36.96,3.2755,2.24,2.0607,1,-1.2147999999999999
2558,middle,intermediate,2,5,89.2,3.658,0.45,1.3802,3,-2.2778
2559,attenuated,weakened,5,2,0.04,0.4771,1.51,1.8921,3,-1.4149999999999998
2560,amazed,stunned,2,1,5.12,2.4183,3.71,2.2788,1,0.13949999999999996
2561,drunk,drunken,1,2,76.55,3.5916,6.18,2.4997,1,-1.0919000000000003
2562,seminal,innovative,3,4,0.37,1.301,1.02,1.7243,1,0.4233
2563,affectionate,devoted,4,3,2.25,2.0645,8.02,2.6128,1,-0.5483000000000002
2564,clumsy,unwieldy,2,3,5.39,2.4409,0.12,0.8451,1,-1.5958
2565,dominant,predominant,3,4,1.61,1.9191,0.14,0.9031,1,-1.016
2566,terrible,horrific,3,3,94.02,3.6809,1.37,1.8513,0,-1.8296
2567,terrible,frightful,3,2,94.02,3.6809,1.16,1.7782,1,1.9026999999999998
2568,vertebral,spinal,3,2,0.12,0.8451,4.27,2.3404,1,-1.4952999999999999
2569,imaginary,poetic,5,3,4.35,2.3483,2.69,2.1399,2,0.20840000000000014
2570,sacred,consecrated,2,4,14.02,2.8549,0.59,1.4914,2,-1.3635000000000002
2571,sacred,dedicated,2,4,14.02,2.8549,8.16,2.6201,2,-0.23480000000000034
2572,cosmic,vast,2,1,3.61,2.2672,6.1,2.4942,1,-0.2270000000000003
2573,incandescent,hot,4,1,0.33,1.2553,189.84,3.986,3,-2.7307
2574,relevant,relative,3,3,5.61,2.4579,7.78,2.5999,0,0.1419999999999999
2575,disturbed,distressed,2,2,9.86,2.7024,1.39,1.8573,0,-0.8451
2576,intricate,complicated,3,4,1.04,1.7324,27.16,3.1418,1,1.4094
2577,unthinkable,inconceivable,4,5,1.35,1.8451,0.9,1.6721,1,-0.17300000000000004
2578,credible,believable,3,4,1.65,1.9294,1.41,1.8633,1,-0.06610000000000005
2579,suspicious,jealous,3,2,15.98,2.9117,38.27,3.2907,1,-0.379
2580,gay,glad,1,1,59.08,3.4791,171.37,3.9416,0,0.46250000000000036
2581,globular,spherical,3,3,0.12,0.8451,0.18,1.0,0,0.15490000000000004
2582,painful,annoying,2,3,15.16,2.8887,11.12,2.7543,1,-0.13439999999999985
2583,calm,serenity,1,4,89.04,3.6572,1.78,1.9638,3,-1.6934
2584,calm,tranquilize,1,3,89.04,3.6572,0.14,0.9031,2,-2.7541
2585,overweight,obese,3,2,1.82,1.9731,0.49,1.415,1,0.5581
2586,numerical,mathematical,4,5,0.39,1.3222,1.59,1.9138,1,0.5915999999999999
2587,readable,legible,3,3,0.18,1.0,0.22,1.0792,0,0.07919999999999994
2588,readable,interesting,3,3,0.18,1.0,86.69,3.6456,0,2.6456
2589,external,outside,3,2,2.47,2.1038,170.02,3.9381,1,-1.8342999999999998
2590,local,territorial,2,5,41.73,3.3282,1.67,1.9345,3,-1.3936999999999997
2591,local,topical,2,3,41.73,3.3282,0.51,1.4314,1,-1.8967999999999998
2592,local,provincial,2,3,41.73,3.3282,0.92,1.6812,1,-1.6469999999999998
2593,aromatic,spicy,4,2,0.27,1.1761,3.31,2.2304,2,-1.0543
2594,elaborate,expand,3,2,4.75,2.3856,3.49,2.2529,1,0.13270000000000026
2595,grow,expand,1,2,59.49,3.4822,3.49,2.2529,1,-1.2293000000000003
2596,disloyal,treacherous,3,3,0.96,1.699,2.18,2.0492,0,0.35019999999999984
2597,like,comparable,1,4,3998.96,5.3095,0.47,1.3979,3,-3.9116
2598,like,probable,1,3,3998.96,5.3095,3.27,2.2253,2,-3.0842
2599,like,love,1,1,3998.96,5.3095,1114.98,4.7548,0,-0.5546999999999995
2600,head,top,1,1,371.51,4.2776,133.43,3.8329,0,-0.44469999999999965
2601,tip,top,1,1,27.63,3.1492,133.43,3.8329,0,0.6837
2602,crest,top,1,1,2.1,2.0334,133.43,3.8329,0,1.7995
2603,poll,top,1,1,2.49,2.1072,133.43,3.8329,0,1.7256999999999998
2604,head,header,1,2,371.51,4.2776,0.49,1.415,1,-2.8625999999999996
2605,unstable,precarious,3,4,5.1,2.4166,0.39,1.3222,1,-1.0943999999999998
2606,sole,alone,1,2,5.25,2.4298,308.53,4.1969,1,1.7671000000000001
2607,untrustworthy,unreliable,4,5,0.41,1.3424,1.67,1.9345,1,0.5921000000000001
2608,bookish,studious,2,3,0.18,1.0,0.12,0.8451,1,-0.15490000000000004
2609,fiery,impassioned,3,3,2.02,2.017,0.37,1.301,0,-0.716
2610,frantic,frenetic,2,3,2.27,2.0682,0.06,0.6021,1,-1.4661
2611,inevitable,unavoidable,5,5,5.65,2.4609,1.2,1.7924,0,-0.6685000000000001
2612,predatory,carnivorous,4,4,0.63,1.5185,0.51,1.4314,0,-0.08709999999999996
2613,anniversary,annual,5,3,18.41,2.9731,7.2,2.5658,2,0.4073000000000002
2614,unique,unmatched,2,2,13.65,2.8432,0.14,0.9031,0,-1.9401
2615,less,minor,1,2,111.1,3.7534,12.82,2.8162,1,-0.9372000000000003
2616,ductile,tensile,2,2,0.02,0.301,0.12,0.8451,0,0.5441
2617,bold,daring,1,2,7.55,2.5866,4.2,2.3324,1,-0.2542
2618,utopian,unrealistic,4,4,0.29,1.2041,1.1,1.7559,0,0.5518000000000001
2619,archeological,archaeological,6,6,0.29,1.2041,0.94,1.6902,0,0.4861
2620,sneaky,underhanded,2,4,4.24,2.3365,0.69,1.5563,2,-0.7802
2621,ventral,abdominal,2,4,0.18,1.0,3.41,2.243,2,1.2429999999999999
2622,imaginable,conceivable,5,4,0.94,1.6902,1.2,1.7924,1,-0.10220000000000007
2623,nonsensical,meaningless,4,3,0.25,1.1461,4.86,2.3962,1,-1.2501
2624,narrow,restrict,2,2,7.02,2.5551,0.55,1.4624,0,-1.0927
2625,curtail,restrict,2,2,0.12,0.8451,0.55,1.4624,0,0.6173
2626,deputy,vice,3,1,15.65,2.9025,18.63,2.9782,2,-0.07570000000000032
2627,organic,structural,3,3,4.31,2.3444,1.82,1.9731,0,-0.37129999999999974
2628,unbiased,impartial,3,3,0.29,1.2041,1.0,1.716,0,0.5119
2629,denominational,sectarian,6,4,0.02,0.301,0.04,0.4771,2,-0.17610000000000003
2630,inflammable,flammable,4,3,0.25,1.1461,0.71,1.5682,1,-0.42210000000000014
2631,fissile,fissionable,2,4,0.14,0.9031,0.04,0.4771,2,-0.426
2632,sovereign,autonomous,2,4,2.51,2.1106,0.22,1.0792,2,-1.0313999999999999
2633,invasive,aggressive,3,3,1.16,1.7782,7.94,2.6085,0,0.8302999999999998
2634,qualified,eligible,3,4,8.25,2.6253,3.31,2.2304,1,-0.39490000000000025
2635,concerned,interested,2,3,44.33,3.3545,85.76,3.641,1,0.2865000000000002
2636,incomprehensible,unintelligible,6,6,0.82,1.6335,0.49,1.415,0,-0.21849999999999992
2637,moot,irrelevant,1,4,1.18,1.7853,5.14,2.42,3,0.6346999999999998
2638,crooked,bent,2,1,5.69,2.4639,7.22,2.567,1,-0.10309999999999997
2639,maritime,nautical,3,3,0.73,1.5798,0.88,1.6628,0,0.08299999999999996
2640,posterior,hind,4,1,0.61,1.5051,2.45,2.1004,3,-0.5952999999999999
2641,posterior,tail,4,1,0.61,1.5051,23.9,3.0864,3,-1.5812999999999997
2642,quarter,tail,2,1,26.02,3.1232,23.9,3.0864,1,0.03680000000000039
2643,trail,tail,1,1,19.2,2.9912,23.9,3.0864,0,0.09519999999999973
2644,side,incline,1,2,200.92,4.0106,0.37,1.301,1,-2.7096
2645,heterogeneous,diverse,5,2,0.04,0.4771,0.76,1.6021,3,-1.125
2646,inimitable,unique,5,2,0.16,0.9542,13.65,2.8432,3,-1.8889999999999998
2647,foreign,exotic,2,3,22.29,3.0561,6.0,2.4871,1,-0.569
2648,victorious,triumphant,4,3,1.29,1.8261,1.37,1.8513,1,-0.02519999999999989
2649,autocratic,authoritarian,4,6,0.08,0.699,0.06,0.6021,2,-0.09689999999999999
2650,dictatorial,authoritarian,5,6,0.14,0.9031,0.06,0.6021,1,-0.30100000000000005
2651,expert,technical,2,3,22.12,3.0527,8.24,2.6243,1,-0.42840000000000034
2652,armored,mechanized,2,3,3.25,2.2227,0.27,1.1761,1,-1.0466000000000002
2653,permanent,lasting,3,2,12.14,2.7924,2.35,2.0828,1,0.7096
2654,noisy,turbulent,2,3,5.04,2.4116,0.65,1.5315,1,-0.8800999999999999
2655,embarrassed,mortified,3,3,21.43,3.039,1.0,1.716,0,-1.3230000000000002
2656,allergic,hypersensitive,3,5,8.1,2.617,0.22,1.0792,2,-1.5378
2657,metallic,basic,3,2,1.31,1.8325,15.57,2.9004,1,-1.0678999999999998
2658,authentic,authoritative,3,5,4.51,2.3636,0.2,1.0414,2,-1.3221999999999998
2659,helical,spiral,3,2,0.04,0.4771,1.78,1.9638,1,-1.4867
2660,corkscrew,spiral,2,2,1.12,1.7634,1.78,1.9638,0,0.2003999999999999
2661,disciplinary,corrective,5,3,1.61,1.9191,0.51,1.4314,2,0.4877
2662,malicious,envious,3,3,1.57,1.9085,1.25,1.8129,0,-0.09560000000000013
2663,unpretentious,understated,4,4,0.18,1.0,0.53,1.4472,0,0.44720000000000004
2664,experienced,expert,4,2,10.0,2.7084,22.12,3.0527,2,-0.34430000000000005
2665,periodic,occasional,4,4,0.41,1.3424,3.9,2.301,0,0.9586000000000001
2666,convertible,interchangeable,4,5,3.25,2.2227,0.39,1.3222,1,-0.9005000000000001
2667,economical,economic,5,4,0.33,1.2553,4.96,2.4048,1,-1.1494999999999997
2668,desolate,ravage,3,2,0.98,1.7076,0.53,1.4472,1,0.26039999999999996
2669,ruinous,decayed,3,2,0.1,0.7782,0.22,1.0792,1,-0.30099999999999993
2670,inert,lifeless,2,2,0.35,1.2788,1.25,1.8129,0,0.5341
2671,intentional,willful,4,2,1.47,1.8808,0.69,1.5563,2,0.3245
2672,missing,absent,2,2,87.92,3.6518,2.57,2.1206,0,-1.5312000000000001
2673,back,posterior,1,4,2009.16,5.0106,0.61,1.5051,3,-3.5055
2674,trap,bunker,1,2,23.84,3.0853,4.69,2.3802,1,-0.7051000000000003
2675,group,horde,1,1,73.76,3.5755,1.14,1.7709,0,-1.8046
2676,group,force,1,1,73.76,3.5755,70.67,3.5569,0,-0.018599999999999728
2677,rape,force,1,1,16.0,2.9122,70.67,3.5569,0,0.6447000000000003
2678,constrain,force,2,1,0.04,0.4771,70.67,3.5569,1,-3.0798
2679,group,army,1,2,73.76,3.5755,85.69,3.6406,1,0.06510000000000016
2680,troop,army,1,2,5.8,2.4728,85.69,3.6406,1,1.1678000000000002
2681,treasurer,receiver,3,3,1.12,1.7634,2.96,2.1818,0,0.4183999999999999
2682,catch,receiver,1,3,135.51,3.8396,2.96,2.1818,2,-1.6578
2683,overture,approach,3,2,1.29,1.8261,20.98,3.0298,1,-1.2036999999999998
2684,border,approach,2,2,17.18,2.943,20.98,3.0298,0,0.08679999999999977
2685,approximate,approach,4,2,1.25,1.8129,20.98,3.0298,2,-1.2168999999999999
2686,support,encourage,2,3,50.73,3.413,6.04,2.49,1,-0.9229999999999996
2687,support,shield,2,1,50.73,3.413,8.2,2.6222,1,0.7908
2688,screen,shield,1,1,23.39,3.077,8.2,2.6222,0,-0.4548000000000001
2689,support,cherish,2,2,50.73,3.413,4.45,2.3579,0,-1.0551
2690,support,abide,2,2,50.73,3.413,2.71,2.143,0,-1.27
2691,support,hold,2,1,50.73,3.413,436.73,4.3478,1,-0.9348000000000005
2692,handle,hold,2,1,108.41,3.7427,436.73,4.3478,1,-0.6051000000000002
2693,stop,hold,1,1,707.27,4.5572,436.73,4.3478,0,-0.2093999999999996
2694,stow,hold,1,1,1.25,1.8129,436.73,4.3478,0,2.5349000000000004
2695,adjudge,hold,2,1,0.02,0.301,436.73,4.3478,1,-4.0468
2696,maintain,hold,2,1,12.96,2.8209,436.73,4.3478,1,-1.5269000000000004
2697,withstand,hold,2,1,1.63,1.9243,436.73,4.3478,1,-2.4235000000000007
2698,surprise,hold,2,1,88.9,3.6566,436.73,4.3478,1,-0.6912000000000003
2699,pin,hold,1,1,16.37,2.9222,436.73,4.3478,0,1.4256000000000002
2700,adhere,hold,2,1,0.57,1.4771,436.73,4.3478,1,-2.8707000000000003
